respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R0108,21,Male,Punjab,Rural,Below ₹2L,Class 9-10,Commerce,CBSE,60–70%,Very clear,Within 3 months,Myself,Career Books,Coaching classes,Arts/Design,Entrance exam navigator,Family expectations,5,1,298.0,1292.0,Yes,Focused Climber
R0109,18,Female,West Bengal,Tier-2,₹10–20L,Working Professional,Science PCM,Other,60–70%,Somewhat clear,6–12 months,Both equally,Online Platforms,Nothing,Medicine/Healthcare,AI career roadmap,Financial security,4,4,531.0,2202.0,No,Career Switcher
R0110,16,Male,Other,Metro,₹10–20L,Working Professional,Science PCM,Other,70–80%,Somewhat unclear,Within 3 months,Parents,Online Platforms,Career counsellor,Engineering/Tech,Entrance exam navigator,Financial security,4,2,509.0,1336.0,Yes,Anxious Achiever
R0111,23,Male,Other,Tier-2,₹2–5L,Undergraduate,Not Applicable,State Board,70–80%,Somewhat unclear,Within 3 months,Both equally,Family/Friends,Coaching classes,Finance/Banking,College matchmaking,Family expectations,4,3,326.0,873.0,Yes,Anxious Achiever
R0112,21,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 11-12,Commerce,CBSE,80–90%,Not clear at all,Within 3 months,Parents,YouTube,Nothing,Finance/Banking,1-on-1 mentorship,Financial security,5,1,253.0,1080.0,Yes,Confused Drifter
R0113,17,Female,Maharashtra,Tier-2,₹10–20L,Postgraduate,Science PCB,IB,70–80%,Somewhat unclear,Within 3 months,Both equally,Family/Friends,Coaching classes,Government/UPSC,Skill assessment,Unclear,5,3,485.0,1218.0,Yes,Anxious Achiever
R0114,16,Female,Uttar Pradesh,Tier-3,Below ₹2L,Class 11-12,Not Applicable,State Board,70–80%,Not clear at all,3–6 months,Parents,Family/Friends,Nothing,Government/UPSC,1-on-1 mentorship,Financial security,5,4,174.0,769.0,No,Confused Drifter
R0115,20,Female,West Bengal,Tier-2,,Undergraduate,Arts/Humanities,CBSE,80–90%,Not clear at all,1–2 years,Myself,Social Media,Nothing,Law,1-on-1 mentorship,Financial security,3,4,146.0,406.0,No,Confused Drifter
R0116,18,Male,Karnataka,Tier-2,₹5–10L,Undergraduate,Science PCM,State Board,Above 90%,Not clear at all,1–2 years,Parents,Online Platforms,Online courses,Government/UPSC,AI career roadmap,Family expectations,2,1,265.0,1008.0,No,Confused Drifter
R0117,17,Female,Tamil Nadu,Tier-2,₹2–5L,Class 11-12,Science PCM,CBSE,80–90%,Not clear at all,More than 2 years,Myself,Social Media,Online courses,Medicine/Healthcare,Entrance exam navigator,Financial security,2,1,209.0,730.0,No,Confused Drifter
R0118,24,Female,Uttar Pradesh,Tier-3,Above ₹20L,Undergraduate,Not Applicable,CBSE,70–80%,Not clear at all,3–6 months,Myself,School Counsellor,Online courses,Government/UPSC,AI career roadmap,Passion/Interest,5,3,433.0,1709.0,Yes,Confused Drifter
R0119,17,Male,Maharashtra,Rural,₹10–20L,Class 9-10,Science PCM,CBSE,80–90%,Not clear at all,3–6 months,Teachers/Counsellor,Family/Friends,Nothing,Engineering/Tech,AI career roadmap,Social status,4,2,282.0,759.0,Yes,Passive Explorer
R0120,17,Male,Bihar,Tier-3,Above ₹20L,Postgraduate,Vocational,CBSE,Above 90%,Somewhat unclear,More than 2 years,Relatives,Online Platforms,Exam prep material,Arts/Design,Skill assessment,Financial security,4,3,490.0,1923.0,Yes,Anxious Achiever
R0121,23,Female,Haryana,Rural,₹5–10L,Working Professional,Arts/Humanities,CBSE,70–80%,Somewhat clear,Within 3 months,Both equally,School Counsellor,Nothing,Law,College matchmaking,Unclear,1,4,376.0,1409.0,Yes,Career Switcher
R0122,22,Female,West Bengal,Metro,₹5–10L,Class 9-10,Commerce,State Board,60–70%,Somewhat unclear,3–6 months,Teachers/Counsellor,Career Books,Nothing,Other,College matchmaking,Family expectations,4,4,385.0,1695.0,Yes,Anxious Achiever
R0123,17,Female,Maharashtra,Tier-2,₹5–10L,Class 11-12,Science PCM,IB,60–70%,Somewhat clear,Within 3 months,Myself,YouTube,Nothing,Government/UPSC,1-on-1 mentorship,Passion/Interest,3,4,378.0,1843.0,Yes,Career Switcher
R0124,24,Female,Kerala,Tier-2,₹10–20L,Undergraduate,Commerce,CBSE,80–90%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Finance/Banking,AI career roadmap,Family expectations,3,2,281.0,751.0,No,Passive Explorer
R0125,20,Male,Gujarat,Rural,₹5–10L,Class 11-12,Science PCB,CBSE,60–70%,Somewhat clear,Within 3 months,Parents,Family/Friends,Nothing,Law,Entrance exam navigator,Financial security,4,5,299.0,920.0,Yes,Career Switcher
R0126,18,Male,Karnataka,Tier-3,,Class 11-12,Science PCB,IB,80–90%,Somewhat unclear,6–12 months,Parents,School Counsellor,Online courses,Business/Management,Skill assessment,Social status,5,1,365.0,984.0,Yes,Anxious Achiever
R0127,19,Male,Telangana,Tier-3,₹10–20L,Class 11-12,Commerce,State Board,70–80%,Not clear at all,More than 2 years,Both equally,Online Platforms,Coaching classes,Business/Management,1-on-1 mentorship,Financial security,3,4,323.0,1396.0,No,Confused Drifter
R0128,20,Female,Rajasthan,Tier-2,Above ₹20L,Undergraduate,Science PCB,CBSE,80–90%,Somewhat clear,3–6 months,Myself,Online Platforms,Nothing,Government/UPSC,College matchmaking,Social status,3,3,639.0,2722.0,No,Career Switcher
R0129,19,Female,Maharashtra,Rural,₹2–5L,Postgraduate,Commerce,CBSE,60–70%,Not clear at all,3–6 months,Parents,YouTube,Career counsellor,Engineering/Tech,College matchmaking,Unclear,4,4,215.0,672.0,No,Confused Drifter
R0130,17,Male,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Arts/Humanities,CBSE,Below 60%,Somewhat unclear,Within 3 months,Parents,School Counsellor,Coaching classes,Government/UPSC,AI career roadmap,Social status,5,3,359.0,948.0,Yes,Anxious Achiever
R0131,16,Male,Uttar Pradesh,Tier-2,₹5–10L,Working Professional,Science PCM,State Board,60–70%,Somewhat clear,Within 3 months,Parents,Online Platforms,Career counsellor,Engineering/Tech,Entrance exam navigator,Financial security,2,4,335.0,1171.0,Yes,Career Switcher
R0132,16,Male,Tamil Nadu,Rural,₹2–5L,Class 9-10,Commerce,State Board,80–90%,Very clear,Within 3 months,Teachers/Counsellor,YouTube,Career counsellor,Finance/Banking,Skill assessment,Passion/Interest,2,3,292.0,1246.0,Yes,Focused Climber
R0133,24,Female,Other,Rural,₹2–5L,Undergraduate,Arts/Humanities,State Board,70–80%,Very clear,More than 2 years,Parents,Social Media,Nothing,Law,Scholarship finder,Family expectations,4,2,206.0,896.0,No,Confused Drifter
R0134,22,Female,Bihar,Tier-2,₹5–10L,Working Professional,Science PCM,State Board,80–90%,Somewhat clear,Within 3 months,Both equally,Online Platforms,Nothing,Education/Teaching,1-on-1 mentorship,Financial security,3,1,434.0,2074.0,Yes,Career Switcher
R0135,19,Female,Madhya Pradesh,Tier-2,,Postgraduate,Science PCB,State Board,70–80%,Not clear at all,6–12 months,Parents,YouTube,Exam prep material,Education/Teaching,Scholarship finder,Unclear,5,2,245.0,874.0,Yes,Confused Drifter
R0136,18,Female,Tamil Nadu,Tier-3,,Undergraduate,Commerce,CBSE,80–90%,Somewhat clear,6–12 months,Both equally,School Counsellor,Coaching classes,Business/Management,Entrance exam navigator,Financial security,3,1,434.0,1725.0,Yes,Career Switcher
R0137,23,Male,Other,Tier-2,₹10–20L,Working Professional,Arts/Humanities,State Board,80–90%,Somewhat unclear,1–2 years,Myself,Social Media,Coaching classes,Education/Teaching,Entrance exam navigator,Financial security,5,4,393.0,1712.0,Yes,Anxious Achiever
R0138,17,Male,Bihar,Tier-2,Above ₹20L,Class 9-10,Arts/Humanities,CBSE,70–80%,Somewhat unclear,1–2 years,Parents,Family/Friends,Coaching classes,Law,1-on-1 mentorship,Social status,4,2,555.0,1406.0,Yes,Anxious Achiever
R0139,22,Male,Rajasthan,Tier-3,₹2–5L,Undergraduate,Science PCB,CBSE,80–90%,Somewhat clear,Within 3 months,Both equally,School Counsellor,Nothing,Business/Management,Skill assessment,Social status,2,3,261.0,761.0,Yes,Career Switcher
R0140,22,Female,Bihar,Tier-2,₹10–20L,Class 11-12,Science PCB,State Board,80–90%,Somewhat clear,Within 3 months,Both equally,YouTube,Coaching classes,Medicine/Healthcare,College matchmaking,Family expectations,2,4,476.0,1360.0,Yes,Career Switcher
R0141,21,Male,Karnataka,Tier-2,₹5–10L,Undergraduate,Arts/Humanities,CBSE,Below 60%,Not clear at all,1–2 years,Both equally,Online Platforms,Online courses,Arts/Design,AI career roadmap,Unclear,3,4,207.0,927.0,No,Confused Drifter
R0142,23,Male,Karnataka,Metro,₹10–20L,Class 11-12,Commerce,Other,Below 60%,Somewhat clear,Within 3 months,Parents,Online Platforms,Online courses,Business/Management,AI career roadmap,Passion/Interest,3,3,552.0,2756.0,Yes,Career Switcher
R0143,20,Female,Maharashtra,Tier-3,Below ₹2L,Class 11-12,Commerce,State Board,Below 60%,Somewhat unclear,6–12 months,Parents,YouTube,Career counsellor,Government/UPSC,Entrance exam navigator,Social status,4,1,225.0,985.0,No,Anxious Achiever
R0144,23,Female,Uttar Pradesh,Rural,₹10–20L,Undergraduate,Commerce,ICSE,80–90%,Not clear at all,3–6 months,Parents,Online Platforms,Nothing,Education/Teaching,1-on-1 mentorship,Passion/Interest,3,1,311.0,935.0,Yes,Confused Drifter
R0145,20,Male,Madhya Pradesh,Tier-3,₹5–10L,Postgraduate,Science PCM,State Board,70–80%,Not clear at all,1–2 years,Parents,YouTube,Nothing,Government/UPSC,AI career roadmap,Family expectations,4,4,213.0,849.0,No,Confused Drifter
R0146,18,Male,Gujarat,Metro,₹2–5L,Class 9-10,Vocational,CBSE,80–90%,Somewhat unclear,6–12 months,Parents,YouTube,Online courses,Finance/Banking,Entrance exam navigator,Social status,3,2,435.0,1888.0,Yes,Focused Climber
R0147,23,Female,Uttar Pradesh,Tier-3,₹5–10L,Class 9-10,Commerce,State Board,70–80%,Somewhat clear,More than 2 years,Both equally,Online Platforms,Online courses,Business/Management,1-on-1 mentorship,Passion/Interest,1,5,320.0,906.0,Yes,Career Switcher
R0148,20,Female,Other,Metro,₹5–10L,Undergraduate,Vocational,CBSE,70–80%,Very clear,3–6 months,Parents,Family/Friends,Online courses,Finance/Banking,1-on-1 mentorship,Family expectations,5,4,550.0,2559.0,Yes,Focused Climber
R0149,23,Female,Uttar Pradesh,Metro,₹5–10L,Working Professional,Science PCM,State Board,80–90%,Not clear at all,6–12 months,Myself,YouTube,Coaching classes,Medicine/Healthcare,College matchmaking,Social status,1,1,316.0,838.0,No,Confused Drifter
R0150,24,Female,Uttar Pradesh,Tier-3,₹10–20L,Undergraduate,Science PCM,State Board,60–70%,Very clear,6–12 months,Myself,YouTube,Exam prep material,Science Research,Entrance exam navigator,Passion/Interest,3,4,548.0,2214.0,Yes,Focused Climber
R0151,22,Male,Maharashtra,Metro,₹2–5L,Undergraduate,Commerce,State Board,Above 90%,Somewhat clear,Within 3 months,Parents,Family/Friends,Coaching classes,Law,AI career roadmap,Financial security,4,4,365.0,1192.0,Yes,Career Switcher
R0152,18,Male,Telangana,Rural,₹2–5L,Class 11-12,Science PCM,CBSE,60–70%,Not clear at all,3–6 months,Myself,Online Platforms,Nothing,Government/UPSC,AI career roadmap,Unclear,5,1,193.0,653.0,No,Confused Drifter
R0153,16,Female,Maharashtra,Tier-3,₹5–10L,Class 11-12,Commerce,ICSE,70–80%,Not clear at all,Within 3 months,Myself,Social Media,Nothing,Arts/Design,Skill assessment,Passion/Interest,4,1,242.0,1038.0,No,Confused Drifter
R0154,15,Male,Punjab,Tier-2,₹10–20L,Working Professional,Science PCM,State Board,70–80%,Not clear at all,1–2 years,Both equally,School Counsellor,Nothing,Education/Teaching,Scholarship finder,Social status,4,2,357.0,1606.0,Yes,Confused Drifter
R0155,20,Male,Rajasthan,Rural,₹5–10L,Working Professional,Not Applicable,State Board,70–80%,Somewhat unclear,1–2 years,Myself,Social Media,Online courses,Business/Management,Scholarship finder,Social status,5,2,314.0,1259.0,Yes,Anxious Achiever
R0156,20,Female,Andhra Pradesh,Tier-2,Above ₹20L,Class 9-10,Science PCM,State Board,70–80%,Somewhat unclear,6–12 months,Both equally,School Counsellor,Nothing,Engineering/Tech,AI career roadmap,Financial security,4,3,538.0,1851.0,Yes,Anxious Achiever
R0157,19,Female,Uttar Pradesh,Tier-3,₹5–10L,Class 9-10,Arts/Humanities,State Board,80–90%,Not clear at all,1–2 years,Both equally,Social Media,Nothing,Government/UPSC,1-on-1 mentorship,Passion/Interest,1,2,174.0,728.0,No,Passive Explorer
R0158,19,Male,Karnataka,Rural,Above ₹20L,Working Professional,Arts/Humanities,State Board,60–70%,Not clear at all,6–12 months,Both equally,Social Media,Nothing,Government/UPSC,College matchmaking,Financial security,4,1,423.0,2033.0,No,Confused Drifter
R0159,22,Female,Karnataka,Rural,₹2–5L,Class 11-12,Arts/Humanities,State Board,60–70%,Very clear,3–6 months,Parents,Family/Friends,Coaching classes,Government/UPSC,College matchmaking,Passion/Interest,2,3,323.0,1290.0,Yes,Focused Climber
R0160,18,Male,Andhra Pradesh,Tier-3,₹5–10L,Class 11-12,Science PCB,ICSE,70–80%,Not clear at all,6–12 months,Both equally,YouTube,Exam prep material,Medicine/Healthcare,AI career roadmap,Financial security,5,2,168.0,647.0,No,Passive Explorer
R0161,18,Male,Gujarat,Rural,₹2–5L,Class 9-10,Science PCM,IB,80–90%,Not clear at all,3–6 months,Parents,YouTube,Exam prep material,Government/UPSC,AI career roadmap,Passion/Interest,5,4,178.0,830.0,Yes,Confused Drifter
R0162,18,Female,Madhya Pradesh,Rural,₹5–10L,Postgraduate,Arts/Humanities,CBSE,70–80%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Online courses,Law,AI career roadmap,Financial security,4,2,274.0,1118.0,No,Confused Drifter
R0163,22,Male,Tamil Nadu,Tier-3,₹5–10L,Undergraduate,Not Applicable,CBSE,60–70%,Not clear at all,Within 3 months,Myself,Family/Friends,Nothing,Medicine/Healthcare,Scholarship finder,Unclear,4,3,200.0,948.0,No,Confused Drifter
R0164,19,Male,Bihar,Tier-2,₹10–20L,Class 9-10,Arts/Humanities,CBSE,60–70%,Somewhat clear,Within 3 months,Parents,YouTube,Exam prep material,Business/Management,Skill assessment,Social status,4,5,520.0,2047.0,Yes,Career Switcher
R0165,16,Female,Uttar Pradesh,Metro,₹10–20L,Class 11-12,Not Applicable,State Board,60–70%,Not clear at all,1–2 years,Both equally,Online Platforms,Nothing,Government/UPSC,College matchmaking,Financial security,5,2,370.0,1314.0,No,Confused Drifter
R0166,22,Male,Punjab,Tier-2,₹5–10L,Postgraduate,Science PCM,State Board,80–90%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Nothing,Business/Management,College matchmaking,Family expectations,5,2,207.0,744.0,No,Passive Explorer
R0167,17,Female,Other,Metro,Above ₹20L,Class 11-12,Science PCM,State Board,80–90%,Not clear at all,6–12 months,Teachers/Counsellor,YouTube,Nothing,Government/UPSC,1-on-1 mentorship,Financial security,2,2,408.0,1343.0,No,Confused Drifter
R0168,20,Male,Uttar Pradesh,Rural,₹2–5L,Class 11-12,Arts/Humanities,State Board,70–80%,Not clear at all,1–2 years,Parents,Social Media,Nothing,Law,AI career roadmap,Family expectations,4,3,116.0,546.0,No,Passive Explorer
R0169,21,Male,Punjab,Metro,₹2–5L,Undergraduate,Science PCB,ICSE,Above 90%,Somewhat clear,3–6 months,Parents,Family/Friends,Nothing,Government/UPSC,Entrance exam navigator,Passion/Interest,2,4,340.0,1629.0,No,Career Switcher
R0170,21,Male,Madhya Pradesh,Metro,₹2–5L,Class 9-10,Science PCM,ICSE,Above 90%,Somewhat unclear,Within 3 months,Parents,YouTube,Nothing,Arts/Design,Scholarship finder,Family expectations,4,1,218.0,1050.0,Yes,Anxious Achiever
R0171,17,Female,Other,Tier-2,₹5–10L,Class 9-10,Science PCM,State Board,80–90%,Somewhat unclear,Within 3 months,Parents,YouTube,Nothing,Engineering/Tech,AI career roadmap,Financial security,4,1,305.0,932.0,Yes,Anxious Achiever
R0172,17,Male,Tamil Nadu,Tier-3,₹10–20L,Undergraduate,Arts/Humanities,State Board,80–90%,Not clear at all,3–6 months,Myself,YouTube,Exam prep material,Business/Management,Scholarship finder,Financial security,3,2,307.0,1188.0,No,Confused Drifter
R0173,21,Male,Other,Rural,₹2–5L,Class 11-12,Science PCB,CBSE,60–70%,Somewhat unclear,1–2 years,Both equally,YouTube,Online courses,Medicine/Healthcare,AI career roadmap,Passion/Interest,5,1,245.0,663.0,Yes,Anxious Achiever
R0174,21,Male,Telangana,Tier-3,Above ₹20L,Undergraduate,Science PCB,State Board,80–90%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,3,3,552.0,1765.0,Yes,Anxious Achiever
R0175,20,Female,West Bengal,Tier-3,₹5–10L,Undergraduate,Science PCM,CBSE,60–70%,Not clear at all,3–6 months,Myself,Social Media,Exam prep material,Engineering/Tech,AI career roadmap,Family expectations,4,1,264.0,874.0,No,Confused Drifter
R0176,25,Male,Uttar Pradesh,Tier-3,,Class 11-12,Science PCM,State Board,80–90%,Not clear at all,6–12 months,Both equally,School Counsellor,Online courses,Business/Management,AI career roadmap,Family expectations,5,2,241.0,899.0,No,Confused Drifter
R0177,19,Female,Tamil Nadu,Metro,₹10–20L,Postgraduate,Science PCM,ICSE,Above 90%,Somewhat unclear,6–12 months,Relatives,School Counsellor,Coaching classes,Engineering/Tech,AI career roadmap,Family expectations,5,1,497.0,1965.0,Yes,Anxious Achiever
R0178,20,Female,Rajasthan,Tier-3,Below ₹2L,Class 11-12,Arts/Humanities,IB,70–80%,Not clear at all,6–12 months,Both equally,School Counsellor,Nothing,Business/Management,AI career roadmap,Social status,1,2,179.0,581.0,No,Confused Drifter
R0179,21,Female,Maharashtra,Tier-2,₹10–20L,Class 11-12,Commerce,Other,60–70%,Not clear at all,1–2 years,Myself,YouTube,Online courses,Law,AI career roadmap,Passion/Interest,5,2,258.0,702.0,Yes,Passive Explorer
R0180,19,Female,Rajasthan,Tier-2,₹10–20L,Undergraduate,Science PCM,State Board,60–70%,Somewhat clear,3–6 months,Relatives,YouTube,Career counsellor,Engineering/Tech,1-on-1 mentorship,Social status,3,4,517.0,2163.0,Yes,Career Switcher
R0181,17,Male,Uttar Pradesh,Tier-2,₹10–20L,Undergraduate,Vocational,Other,70–80%,Somewhat clear,6–12 months,Both equally,YouTube,Online courses,Government/UPSC,1-on-1 mentorship,Passion/Interest,5,4,409.0,1337.0,Yes,Anxious Achiever
R0182,17,Female,Other,Tier-2,₹2–5L,Postgraduate,Science PCM,CBSE,Below 60%,Somewhat unclear,6–12 months,Parents,School Counsellor,Coaching classes,Engineering/Tech,College matchmaking,Financial security,4,5,297.0,1304.0,Yes,Anxious Achiever
R0183,16,Male,Other,Tier-2,₹2–5L,Undergraduate,Not Applicable,State Board,70–80%,Somewhat unclear,Within 3 months,Both equally,Family/Friends,Coaching classes,Science Research,AI career roadmap,Social status,5,5,251.0,1034.0,Yes,Anxious Achiever
R0184,19,Male,Tamil Nadu,Tier-2,Below ₹2L,Class 11-12,Science PCM,State Board,60–70%,Not clear at all,Within 3 months,Parents,YouTube,Coaching classes,Engineering/Tech,AI career roadmap,Passion/Interest,3,4,341.0,1069.0,Yes,Focused Climber
